title,point,review,type
담보,10,두발로걸어서 보러들어갔다가 구급차타고 실려나왔습니다  너무울어서 실신했습니다,긍정
언힌지드,7,적당히 스릴있고 볼만해요,긍정
지구를 지켜라!,1,잔인하고 정신이 이상해질 것 같은 최악의 영화 중 하나였음 다시는 보고싶지 않음..,부정
담보,1,"영화 보면서 언제 끝나지 계속 시간만 봤던 영화 엄청난 신파의 향연이라 예상했던 장면들이 다 들어맞아버려서 진짜 이런작품이 2020년도에도 나온다고? 라고 생각되는 작품소이 연기,성동일 연기, 관리잘한 하지원 빼고는 정말 볼게 하나도 없는 영화다네이버 평점에 당해버렸다 진짜 나처럼 당하지마라 그럼 흑우다",부정
워터 릴리스,8,"어른들이 더듬더듬 기억해낸 사춘기 시절 이야기가 아닌, 스스로도 정의내릴 수 없는 감정과 그에 따라 혼란한 일상을 마주하는 진짜 소녀들의 이야기. 이토록 섬세한 감성을 구현해낸 감독이 놀랍다",긍정
4등,8,뭐든 스스로 깨달아야 가능함. 영화가 담백하고 깔끔했다,긍정
82년생 김지영,2,"힘든세대, 82년생 김지영 개인의 이야기로 풀어나갔으면 많은 공감과 여운을 얻었을 텐데, 세상 남자들이 모두 여자에게 가해하는 존재 처럼 묘사한 설정들이 너무나 불필요했음. 화장실 몰카나 키득거리며 보는 존재로 취급했고, 꼰대같은 아버지 그리고 온갖 가해자로 등장하는 남자들을 매개로 대립구도를 형성하는 저급한 상업주의가 보는 내내 불쾌했음. 좋은 카메라 워킹과 조명, 훌륭한 연기 모두 좋았는데 이렇게 성대결 구도로 세상을 바라보는 편협한 시각은 아무리 좋게 봐줄래도 한계가 있음. 인간이 성인이 되고 세상에 나와 역할이 늘어가고 어른이 되어가는 과정에서 남녀가 어디 있나. 삶 자체는 애 어른, 남녀를 떠나 인간이기에 고단하다는 발상으로 접근해야지... 여자라 힘들다, 며느리라 아내라 엄마라 힘들다로 접근하면 어떠한 해결도 볼 수 없음. 편가르고 싸우자 인데, 그렇게 해서 얻는게 뭐지? 늙어서 경재력 없이 국가에 의존하는 나약한 중년 노년의 여성이 바람직한 삶인가? 젊어서 치열하게 살아야 하는 이유속 힘든 과정이 단지 성차별이라는 망상에 사로집힌 자들에게 작은 위안을 줄 수 있는 영화일 수 있겠으나, 어떠한 도움도 안되는 치유물임.",부정
피원에이치 : 새로운 세계의 시작,1,비추.입니다 허핳ㅎㅎ,부정
국제수사,6,추석 가족영화의 정석인듯하다.내가 너무 기대를 했나?!ㅋㅋㅋ고구마 일곱게 먹다 우유로 쓸어내려주니 속이라도 달래고 나왔네용:),부정
밥정,10,부모가 인생에서 차지하는 무게를 느낄수 있었네요이제 저도 헤어짐을 준비해야 하는 나이라 공감이 되었습니다,긍정
국제수사,1,저도 배우분들 빵빵해서 배우분들이랑 예고편 잘 만들었길래 믿고 봤는데 당했네여 재미가 있긴 한데 너무 억지야... 굳이 비싼 돈 주고 볼만한 가치는 없다고 생각해요 개인적으로는,부정
선생 김봉두,10,"희대의 명작이다 무엇을 위해 사는가를 다시 생각해보는 감동 극화,  한편의 예술작",긍정
퍼펙트 게임,10,조승우 연기 너무 좋음 ㅠㅠ,긍정
그린랜드,5,솔직히 지금까지의 재난영화와는 차별성 있겠지하고 봤는데.그닥..예고편 이상의 큰 스케일은없음..,부정
프로포즈 데이,10,메튜구트 굿.영상도 너무좋았어요.,긍정
에이바,1,진짜 핵 노잼 .... 평점 알바들 열댓명 어이없네,부정
퍼펙트맨,10,"내가외국에살아서..이영화의존재를몰랐던것인가..아아..태어나서가장많이웃었던영화top3: 나쁜녀석들, 핫칙스 and 퍼펙트맨너무웃어서머리가아픔",긍정
담보,1,별 말도 안되는 스토리에 억지로 짜내는 감동..정말 싫다 내돈 내시간 물어내...,부정
천문: 하늘에 묻는다,10,마지막 장면에서 눈을 뗄수없었다..찡하고 먹먹함에 눈물이..서로를 알아보고 서로의 꿈을 지지해주는 진정한 쏘울메이트였던 세종과 장영실.배우 최민식과 한석규처럼..,긍정
에놀라 홈즈,7,"엉성한 스토리, 개연성, 연출, 빈약한 주제, 망가진 캐릭터 등등 많은 단점을 꼽을 수 있겠지만 적당한 타임킬링이 될 수 있던건 연기자들의 연기를 바탕으로한 즐거움이 있었기 때문이다. 개연성을 포기한 대신 이야기가 진행돼는 기세 자체는 나쁘지 않아서 적당한 팝콘 무비 정도는 된면이 있다.",긍정
결백,10,잼있음...이정도면 굳이지....신혜선 다시봤다~비밀의숲보면서 저애는 와저리자주나오지했는데..음~~~연기를 오지게잘하는거네~~엄마랑 우는신...굳~~~,긍정
82년생 김지영,1,김지영 같은 사람과 같이 지낼 수 있는 사람이 현자다. 당신들이라면 저런 사람과 지낼 수 있어요? 난 못함.,부정
에너미 오브 스테이트,10,윌스미스는 안늙는거 같네.. 예전이랑 지금이랑 똑같다 예전 영화라기에 너무 잘만든영화 완전 빠져들게 만듬,긍정
불의 전차,1,"뭐가 ""불의 전차""야?..  특정 종교인들이나 좋아할 이야기를 가지고  무슨 명작??   벤허같은 종교영화는 종교적 메세지를 빼더라도 극적인 이야기가 주는 재미라도 있지..",부정
파라노말 액티비티: 더 고스트 디멘션,2,저예산 영화지만 보는 내내 쫄깃-결말 맘에 안들고,부정
판도라,1,국가에 끼친 해악으로 따지면 첫손가락에 꼽힐만한 악랄한 영화,부정
터미네이터: 다크 페이트,1,남자와 여자를 제외한제3의성별과 레즈를 위한 영화..,부정
리틀 보이,10,동화같아요. 유머 재미 감동 다 있어요. 마음이 정화되는 좋은 영화예요.,긍정
82년생 김지영,1,"피해의식에 쩔은 환자같은 영화.결혼도 주인공의 선택 출산도 주인공의 선택.이 영화의 주인공은 성인임에도 자신의 행동에 책임지지 않으며 남탓을 한다.또한 시어머니가 잔소리 몇번 했다고 자기인생 망친 원인이란다.주인공이 불평전에, 불평과 동시에 남탓 말고 한게 무엇인가? 시어머니랑, 남편이랑 합의를 보고 더 좋은 가정생활을 꾸릴수있으며, 경력단절이란 대한민국의 잘못된 시스템에 극복하는 모습을 보여줄 수 도 있다. 아니면 결혼을 안하면되지 않은가? 이혼하면되지 않는가?얼마전 유튜브에서 남자 3억, 여자 2천만원 혼수준비 영상을 보고 충격을 받았다. 남자라는 이유로 결혼에서 조차 경제적으로 불가능한 액수를 강요 받는다. 그럼 결혼하지 말라고?그럼 이 영화의 주인공도 결혼하지 않으면 모든게 해결된다..마지막으로 차별이란..자기가 선택할 수 있는 결혼같은 것.. 자기가 여자라서 남편을 위해서 밥하는것.. 같은 합의가 가능하거나, 해결책이 있는 것이 아니라 ... 대한민국 남자들이 20대의 소중한 인생 2년을 빼앗기며, 하루에 1150인분의 국군장병 밥을 하루도 빼먹지않고 2년간 하고왔던 취사병들에게 미안할 줄 알아야하는 영화이다.",부정
뮬란,1,최악최왁최악최왁최악최왁,부정
애프터: 그 후,10,시즌 1 보고 기다리는게 너무 힘들어서 중간에 원작 책 보고 드디어 애프터 그후 개봉하자마자 달려갔습니다ㅠ 역시 하딘과 테사 케미는 누구도 따라올 수 없어요.. 아무리 싸워도 결국은 서로가 서로에게 정답이라는거. 애프터는 진짜 연애세포를 깨워주는 영화,긍정
테넷,10,용아맥 가운데서 봤습니다소름에 소름이.. 내용 알아도 아이맥스로 세번 보고 싶습니다,긍정
담보,1,진짜  즙도 안나오더라~,부정
디지몬 어드벤처 라스트 에볼루션 : 인연,10,슬프지만 정말 완벽한 엔딩이었습니다..,긍정
마샤와 곰: 최고 중에 최고,2,새로운 내용이 아니네요ㅜ,부정
태백권,1,별반개도 아깝다 아깝다고,부정
늑대의 유혹,10,다시보니추억돋네!!종종 돈내고보는데  아깝지않음ㅋㅋㅋ,긍정
아내를 죽였다,1,예능인을 주연으로 쓰다니.이게 머야...ㅋ,부정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,너무 감동입니다김호중 가수님 사랑해요,긍정
블랙 앤 블루,1,OOO기영화 무슨 생각으로 만든 영화야 대체.보지 마세요. 주인공이 전쟁터 2번이나 갔다온 사람으로 나오는데 할 줄 아는게 상처에 접착제 바르는거 밖에 없음.더 설명하고 싶은데 OOO기라 그냥 보지 말것을 추천함,부정
담보,10,오랜만에 정말 펑펑 울었어요 다들 연기들을 너무 잘하셔서 시간 가는 줄 모르고 즐겁게 상영 했습니다 연기하시느라 고생하신 하지원배우님 성동일배우님 김희원 배우님 외 다른 배우님들 모두  이런  연기를 보여주셔서 감사합니다  요즘 다들 힘든데 이렇게 따스한 정이란 소재를 따뜻하게 연출 연기해주셔서 보는 내내 정말 마음이 따뜻해지네요 정말 연휴 때 꼭 가족들이랑 다시 보고싶습니다,긍정
바이러스: 인류 최후의 날,2,이런 것을 찍는 영화사. 감독. 배우 그리고 돈받고 봐라고 배포하는 인간들 똑같다.이게 뭔 영화냐?,부정
제로 다크 서티,9,수작!!! 이걸 여태 뭐하고 왜 지금 봤을까???,긍정
남매의 여름밤,9,부재가 아닌 그리움에 대한 이야기,긍정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,김호중 그대고맙소 최고네요  펜미팅 마지막공연  귀중 소중하게  제 머리속에  간직하고 있네요  영화로 다시보는  호중님의  생각과 노래 표정  그리고 펜을 대하는 진심이 느껴지내요앞으로 승승장구하세요 빈체로,긍정
캐롤,9,"누구의 잘못도 아니야, 그냥 그렇게 된 거지",긍정
언힌지드,2,내가 본 영화중 최악  이었습니다,부정
기생충,4,"너무 기대하고봐서인지!가족사기조작단,,가진자와못가진자의비애감'살인,,마지막 아들이  일을해서'돈을벌어서 그집을 구입한다는 계획이 꿈같은말로 마무리짓네!아버지의 무계획성을 반증하듯!결국  가족사기단은 딸을잃고,물질이없을때보다 더 불행해지고,,남의것 탐하지말고,분수껐 살아라~ 그뜻인데''내용중에 보기 불편했던건,핵버튼.위대한수령이어쩌구~이부분을 의도적으로 넣은것같은느낌!현정부와  일맥상통한,.,문화도 정치로 이용한느낌듬.",부정
82년생 김지영,1,남자들이 밖에서 돈 벌어오는 건 당연한 것. 여자들이 집안일하는 것은 희생이라고 하는 쓰레기같은 영화. 여자들이 밖에서 돈벌어오고 집안일 안하는 거면 인정하겠는데 이건 아니지않나요? 그리고 대놓고 화제성을 높이기 위해 남녀갈등을 심화시킬려고 하는 수작이 뻔히 보입니다..,부정
담보,1,유치한 초딩용 영화 보지마요,부정
국제수사,10,연기파 배우들의 충청도 사투리까지ㅋㅋ 웃고 즐기기에 딱 좋앗던 작품!,긍정
악녀,5,"아빠도 죽이고,딸도 죽이고,남편도 죽인다,근데 암살자...자길 만들었단다...어디서 많이 본듯한 스토린데??한국판 킬빌이었군...김옥빈이뻐서봄 ㅎㅎㅎ",부정
뮬란,2,중드보다 못만든 디즈니 무비. 디즈니 중국싫어하는구나.,부정
담보,2,"아니진짜 너무 별로고 개연성이나 진짜 평점알바인거에요,,? 아님 진짜 나만 별로인거야,,?억즙도안나오고 뭐지 싶어요",부정
담보,10,가볍게 보러갔다가 정말 성동일 연기에 눈물콧물다빼고왔네요,긍정
춘향뎐,1,임권택 이름만 봐도 똥..,부정
담보,5,"영화가 다 좋고, 잼나고, 감동도 있고 한데... 넘 황당한게, 무슨 교통사고나면 앞뒤두서없이 확인도 안하고 희망원인지 나발인지 다 갖다쳐넣음...?? 불법체류자까지야 이해를 하겠다만..무슨, 대한민국 국민이고, 집도 있는 사람인데. 교통사고 한번났다고 무슨 ㅋㅋ 인적조회도 안하고 수술동의도없이 , 그냥 수술시키고 희망원에 10년간 갖다쳐넣네 ㅋㅋ 그게 젤 황당하더라.",부정
타이타닉,10,와우.. 그냥 인생영화,긍정
007 스펙터,3,결국 이렇게 시리즈를 망치네. 다죽어 가다가 시계폭탄 하나로 연구소를 폭파시키고 죽을위기에 처하다가 총알 한발로 헬기 추락시키는건 c급액션영화에서도 안 할짓.. 심지어 개연성 밥말아 먹어서 중간에 1시간 자리비우고 와도 내용 이해 다 될듯.,부정
로건,10,이정도면 만점 줍시다,긍정
반도,4,좀비 나오는 국산 액션영화가 되버렸네..,부정
첩혈쌍웅,9,내가 까다로운 인간인 데 재밌네 9점,긍정
미쓰 홍당무,10,지금봐도 촌스럽지 않고스토리도 너무 재밌어요 ㅋㅋㅋㅋ,긍정
뮬란,1,한국은 중국이다 중국이랑 한국 병합하고 하나의 중국이 되자!,부정
담보,1,지겨운 한국형 감동코드더이상 눈물도 안나온다,부정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2,역대 최단기간 최다논란 연예인 미화 그 이상이하도 아닌,부정
"협녀, 칼의 기억",1,무슨영화가이래 ;; 이병헌말고는 볼게없네,부정
그린랜드,10,스토리와 몰입감이 쩝니다 추천합니다,긍정
밥정,10,"우리나라의 아름다운 산세가 담긴 영상미에 셰프님의 꾸밈없는 내레이션, 그안에 담긴 가슴뭉클한 이야기는 슬프고도 감동적이었습니다. 엄마생각이 많이 나고, 내 아이들에게도 더욱 애틋한 마음을 갖게 되었습니다. 깊은 울림이 있는 영화입니다.",긍정
국제수사,1,노잼은 진짜 노잼이다 2020년인데 00년대에 나와서 웃길만한 영화,부정
담보,10,영화 보는 내내 울었어요ㅠㅠ 감동깊은 영화 좋아시면 추천드려요!!!,긍정
다만 악에서 구하소서,8,"배우들의 연기는 최고,황정민, 이정재는 역시, 박정민 대박! 박소이양 너무 귀여워요, 표정연기 좋았어요, 스토리는 좀 불만, 눈에 띄는 OST가 없어요, 그리고 처음과 마지막은 레옹을 오마쥬한거 같은데, 좀 오마쥬같기도 하고 카피한거 같기도 하고, 좀 애매한거 같네요, 전체적으로 볼만한 영화~",긍정
오케이 마담,8,웃기고 액션도 조연들도 좋다. 역시 엄정화.,긍정
82년생 김지영,2,남녀갈등 조장영화 최악,부정
카오산 탱고,1,너무 노잼입니다 보다가 잤어요,부정
나랏말싸미,1,이런감독 어디서 나타나선;;;,부정
살인의뢰,10,재밌고 더럽고 끔찍하고 찝찝한 엔딩,긍정
공동경비구역 JSA,10,2020년 10월 지금도찾아봅니다. 정말명작,긍정
오케이 마담,2,코미디래...풋. 우뢰매급인줄.,부정
좋은 여자,10,너무리얼해서 기분나쁨 아마 대부분 까보면 겉은 그럴듯하고 방식은 달라도 속은 비슷,긍정
태백권,1,오지호가 갈때까지 간게 아니라 오지호가 원래 그런 배우임 ㅋ오지호가 제대로된 작품에서 제대로된 연기한게 뭐있음?그냥 잘생긴 사람이지 ㅋㅋ,부정
"색, 계",10,끝까지 긴장의 끈을 놓을 수 없게 만드는 영화였어요. 도망쳐요..이 한마디에 마음이 쿵 무너져 내리는 기분..탕웨이 연기가 너무 훌륭했어요.,긍정
사냥의 시간,8,난 그럭저럭 재밌게 봤는데~~^^,긍정
담보,10,엉엉 폭풍오열했어여ㅠㅠ,긍정
아이 캔 스피크,1,쓰레기 거짓선동영화,부정
표적,4,"쩜오 배우들 모아다가3류로 만들어버리는 제작진, .",부정
엔젤 오브 마인,5,특별할게 없는 이 영화에 극찬을 한 리뷰가 많은것이 놀랍다.,부정
국제수사,4,재미 없어요    보지마세요 조연들  연기는  괜찮은데    주연과  조연 의   차별성이   있어야   조연의    연기가   돋보이는데 주연도   같은  조연급  스타일입니다내용도    공감하기  힘들었습니다이제  영화에서   흡연장면은   퇴출되야합니다,부정
아웃포스트,10,돈아까운 한국영화 보시지 말고 이거 꼭 보러가세요 방금 보고왔는데 정말 오랜만에 극장에서 볼만한 영화를 봤다는 말로 감상평 남깁니다 알바아닙니다~~믿어보세요,긍정
테넷,9,다시 또 보면 느낌이 달라질 듯요,긍정
말모이,10,말모이는 내 인생 최고의 영화가 될것이다.,긍정
그린랜드,4,기존의 재난영화 생각하고 가면 후회합니다.그냥 신파극한편 본듯.,부정
두번할까요,1,평점 7점대는 너무 높은거같아 1줌 평점 4~5점정도면 될듯여주 성격 생활방식 모두 초초초진상 과연 민증이 있을까 싶을정도로 초딩스러움남주 대체 왜~~~~ 저러고 있는지 정말 모르겠네서브남주 넌 성격을 좀 고시켜야겠다 이도저도 아닌 캐릭터씨 감상포인트 볼게없는데 뭘 찍지,부정
어린왕자,10,나는 훌륭한 어른이 되지 못했고 눈에 보이는것만 원했고 가장 중요한건 눈에 보이지 않는것은 무시해왔다.. 흑흑,긍정
청아,10,짠합니다 철없는 쓰레기남자 내손으로 죽이고싶더라구요 ㅠ 현실적으로 절대 일어나지 말아야할것같아요 잘보았습니다,긍정
아이 캔 스피크,10,역시 갓 문 희!!!! 오마이갓 무늬!!!,긍정
데이비드 게일,10,탄탄한 구성. 감동. 정말 괜찮은 영화,긍정
뜨거운 것이 좋아,10,나이를 먹고보니 진짜 띵작....지금 개봉했으면 정말 잘됐을텐데 아쉽다이정도 평점인것도 아쉬움 ㅠㅠ,긍정
독전,1,내가 뭘 본거지각본이 이렇게 허접할 수가 있나????,부정
테넷,10,"두번보니 이제 좀 알겠네요.마지막은 아이맥스로 볼 예정.감동도있고,환경을 좀 더 사랑해야겠다는 생각도들고",긍정
가버나움,10,정말 몰입하면서 봤습니다. 애들 연기도 너무 잘하고 생각을 많이하게 되는 영화네요 인생영화입니다. 고맙습니다,긍정
담보,10,최근 본 영화 중에 정말 10원도 아깝지 않은 영화. 별점 5개가 최대라는게 아쉬울 정도다. 믿고보는 배우 성동일과 어린 승희가 쥐락펴락 하는 영화.,긍정
미녀 삼총사 3,2,"액션영화가 액션이 없다. 오프닝부터 깊은 한숨이 나온다. 삐적마른 여자 셋이 대놓고 들어가서, 맨손으로 장정 9명을 제압한다. 그것도 힘으로 관절을 꺽고 제압하는 액션위주로 한다. 차라리 초능력 설정을 넣든지 아니면 무기를 이용해서 제압해야 현실성이라도 있지. 게다가, 여성은 육탄전에 매우 불리한 신체구조라는 사실은 개나 줬는지, 타고난 신체구조상 절대 여성의 펀치로는 남성을 기절시킬 수 없는데, 이 영화에서는 여성의 펀치 한방에 장정들이 픽픽 쓰러져나간다.",부정
데블,1,OOO기 영화 뭔 이딴 쓰레기 영화 처음봄 ㅋㅋㅋ 걍 씹판타지쓰레영화,부정
부활: 그 증거,10,죽음이 죽어버린 시대..앞으로 어떻게 살것 인가 생각하게되네요. 감동은 덤으로 받았구요. 또 관람하러 갈려구요.,긍정
밥정,10,넝좋았어요홍보도 잘하시고넘잼나게 보았어요,긍정
삼촌,1,예술영화도 평점알바를 쓰는구나....,부정
뮬란,10,그냥 유역비  너무 이뻐요영화도 잼나요그냥 중국 빼고 영화.유역비만 보세요 재미있는 영화고 유역비 너무 이쁘네요,긍정
담보,10,웃다가 울다가 눈물이뚝뚝뚝 올만에 감동입니다,긍정
담보,8,재미있네요 가족이랑 보기 정말 좋고 애기가 연기를 너무 잘하네요ㅠㅠ,긍정
담보,9,연기들이 다들 훌륭하셨어요.특이 승이역할 맡은 어린이는 확와닿게 연기를 하시더라구요.어른이 된 승이역할 맡으신분에겐 죄송하지만 어린 승이가 이번엔연기가 확와닿았어요 그렇다고 어른 승이분이 별로였다가 아니에요너무 어린 승이가 연기를 너어무 잘해서 놀라서 그래요.정말 저는 좀다르게 남들이 훌쩍이는 그장면 보다 덜슬픈 그런장면에 더 집중한게 슬픈장면은 진짜 눈물이 나서 눈물만 나는데 덜슬픈장면엔 와닿는게 많아요 이영화는 눈물 없이 못봐요 ㅜ,긍정
"색, 계",10,그냥 모든게 최고 입니다.,긍정
82년생 김지영,1,페미코인을 위한 쓰레기,부정
담보,10,오랜만에 본 잔잔한 영화여서 너무 좋았고 너무 감동적이였습니다,긍정
오케이 마담,6,초반은 볼만했는데..중반이후로 유치의 극치를 달리는..,부정
언힌지드,10,이 영화를 보고 느낀 점은경적을 안누를건가아님 못누를건가연출 수토리는 좋았다,긍정
롱 리브 더 킹: 목포 영웅,9,기대 이상으로 볼만했던 영화!!김래원이 연기를 잘하는구나 느껴짐오락영화지만 꽤 많은 재미요소가 있네요!,긍정
국제수사,1,"평점 왜이렇게 높아... 개연성, 연출 등 별점 1점 주기도 아깝습니다. 영화관에서 보는데 앉아있기 힘들었습니다. 이정도 배우 라인업가지고 이런 작품을 제작하다니 뭔가 잘못된게 분명합니다.",부정
뮬란,4,"그냥 중국무협영화고요... 뮬란 배경설정부터가 완전 다르고 멀리서 대역,cg쓸 때랑 가까이서 주인공 나올 때 너무 달라서 몰입 겁나 깨지고 그냥 돈 주고 본 제가 잘못입니다.",부정
동주,10,어제 한글날이라 생각나서 봤는데 흑백의 영상미도 너무 좋았고 학교다닐때는 잘 몰랐는데 시대상을 알게 되니 참 보면서 먹먹했어요 마지막에 서시가 나올 때 눈물 터졌어요ㅠㅠ1,긍정
부활: 그 증거,10,이 시대에 단비같은 영화,긍정
그린랜드,8,그냥저냥 볼만했어요..,긍정
"어디갔어, 버나뎃",10,처음에는 영화 잘못고른게 아닌가 싶었는데 뒤로 갈수록 가족들에 대해 다시 생각해본다내가 듣고싶은 이야기만 강요하는 대화는 아니었는지 다른 사람들도 좋은쪽으로 느꼈으면 한다,긍정
"힘을 내요, 미스터 리",10,잊혀지면 안되는 고마운 영웅들도 그려주시고 아파서 힘든 어린친구들 응원까지 따뜻한 영화였어요! 잘봤습니다.,긍정
공동경비구역 JSA,10,"너무 슬픈 현실이다. 볼때 마다 마음이 찢어지고, 눈물이 난다.",긍정
뮬란,1,14년전에 만들어진 황후화는 450억이라는 제작비가 들어갔는데 어마어마한 퀄리티를 보여줬는데 이영화에 2300억이 들었다는게 너무 놀랍습니다. 그래서 그 놀라움에 1점 드립니다.,부정
오케이 마담,10,"저는 개인적으로 재미있었고,웃겼어요",긍정
죽지않는 인간들의 밤,8,이정현 팬이지만 작품 보는 눈이 너무 없으신 것 같아요ㅠㅠ아무리 돈이 많으셔도 그렇지 이건 아니잖아용ㅠㅠㅠ헌혈하고 무료로 봤는데 돈주고 봤으면 살짝 아까울 뻔 했어요ㅠ 요즘 재밌는 영화도 딱히 없으니 8점 드릴게요ㅠㅠ,부정
스타워즈: 라이즈 오브 스카이워커,1,스타워즈를 이렇게 까지 망가트릴수 있는구나! 참 안타깝다.,부정
마녀,9,시간이 어떻게 지나가는지도 모르게 몰입해서 봤네요,긍정
담보,10,진짜 너무 슬픔너무 재밌다 시간 가는 줄 몰랑ㅠ최고,긍정
부활: 그 증거,10,비기독교인들에게도 추천하고 싶다. 힘들고 지친 이 시대에 소망이 되는 부활의 증거! 강추! 입니다.,긍정
다만 악에서 구하소서,8,오랜만에 지루함 없이 본 영화네요..,긍정
히트맨,6,처음엔  아기자기하고 가벼운 코미디로 흘러가나 싶었는데  후반으로 갈수록 정리가 안되고...,부정
뮬란,1,진짜 정치적 이슈를 떠나서 디즈니 뮬란을 이따위 개망작으로 만들다니... 아오 빡치네... 내 인생 최악의 영화로 꼽는다,부정
엘리시움,1,"헐리웃 영화 특유의 히어로 만들기, 클리셰 대범벅 정도. 적당히 할일 없는 날 정말 볼거 없을때 켜놓고 밀린 집안 일 하기 좋은 정도의 영화.",부정
기억의 밤,2,자구 일어났는데 잔티가 안나는 저 어색한연기때문에 바로 끔,부정
브레이크 더 사일런스: 더 무비,5,어머니 따라 보러갔습니다. 방탄팬분들을 위한 서비스용 영화라고 생각되며 방탄에 대해 잘 모르는 사람이 재미를 느끼기는 힘들다고 생각합니다.,부정
뮬란,2,참나 내돈 아까워~~~,부정
쎈놈,2,쓰ㄹㄱ다..진짜 너무하네,부정
아버지의 이름으로,9,"혁명과, 독립과, 썩어빠진 사법 체계의 비리 등 아주 먼 나라에서 벌어졌던 이야기지만 꼭 우리네의 일들을 보는 것만 같아, 피부색도 다르고 공기도 다른 저짝 땅에서도 어딜가나 다 세상 사는 모습은 똑같구나 싶은 기묘한 동질감과 낯설지 않은 처절함을 느끼며 볼 수 있었다.",긍정
그린랜드,9,아주 좋네요!!!  영화 볼게 없어서 어쩔수 없는 선택이얐지만,긍정
오만과 편견,10,"정말 좋았어요 소설이 원작이라는 것도 알고 책도 집에 있는데 책이 제 딴에는 두꺼워서 영 읽고 싶은 마음이 안들었거든요, 근데 이 영화보고 바로 소설을 읽고 있네요. 스토리도 스토리지만 연출도 좋았고 피아노도 좋았네요. 남주가 못생겼다고 하는 사람들도  전 잘 모르겠네요... 보는 내내 남주 눈빛이나 행동때문에 설레 죽을 뻔 했는데... 소설 다 읽고 한번 더 볼려고요. 아, 진짜 너무 좋았어요. 제 인생 영화입니다.",긍정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,스크린x로 관람했는데 마치 팬미팅 현장에 있는것처럼 너무 감동적 이었어요. 집에 돌아와서도 김호중님의 노래가 계속 들리는거 같았어요. 꼭 다시 보고 싶은 감동적인 영화예요.,긍정
스타워즈: 라이즈 오브 스카이워커,3,박수갈채를 받을 때 어디서 막을 내릴지 생각해야 된다.,부정
치어 댄스,10,오랜만에 일본영화 보고 만족스럽습니다.,긍정
퍼펙트맨,10,댓글안쓰는데 진짜 너무 재밌게 봤어요캐스팅 배우들 정말  연기최고에요,긍정
브레이크 더 사일런스: 더 무비,10,뒤 늦게 쓰지만 지금까지 나온 방탄 영화중 젤 좋은듯,긍정
담보,10,"엄청 울엇ㅅ어요,,,",긍정
애프터: 그 후,10,남.여주 너무 잘어울림3편 기다리겠습니다,긍정
늑대아이,10,오랜만에 봤는데 역시 너무 재미있어요,긍정
반도,5,그냥 저냥 볼만은 하네요 근데.. 너무 현실성이 없음...또 하나 모하비사야겠네요 국산차 겁나 튼튼하네요 ㅋㅋㅋ,부정
갓 오브 이집트,8,시간 죽이기용 액션 영화흔한 스토리지만 모나지 않아서 좋아요그리고 호루스의 강인함에 가슴 웅장해진다 ㅠ,긍정
"DMZ, 비무장지대",1,난 이걸 영화관에서 보고 너무 충격먹었었다.이 정도면 한국 10대 망작에 들어가야 하는거 아니냐 워낙 사람들이 안 봐서 그런가 언급이 없네,부정
세 얼간이,1,"6점 정도가 딱 적당할듯 스토리가 줏대없고 너무 길어 지루함 얘들이랑 같이 보시려는 분들, 잘 생각해 보세요 자살 장면 2번이나 있고 강ㄱ 이라는 말을 재미로 이야기함",부정
레미제라블,10,그냥 강추 인샌영화 top5안에든다,긍정
82년생 김지영,1,말이 안되는 피해망상으로 점철,부정
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",10,황홀했어요다시보고싶네요,긍정
그린랜드,10,혜성 충돌 재난영화는 처음이라 기대하지 않았는데  영화 2010 스케일과 맞먹는 영화네요.,긍정
카우보이의 노래,10,인생영화입니다요,긍정
고스트 오브 워,3,이것저것 갖다 붙인 B급영화,부정
담보,10,너무 재밌게 봤습니다 진짜 뒤로 갈 수록  너무 슬펐습니다ㅠㅠ 진짜 한번 더 보고싶은 영화!!,긍정
타오르는 여인의 초상,9,마지막 음악과 연출이 정말 좋았다.,긍정
#살아있다,1,중간 중간 행복해하는 유아인 연기 민망 할 정도로 너무 어색했습니다. 각본은 더 심했고요.,부정
베놈,10,진짜 너무 좋아요ㅠㅠ 배우도좋고 ♡♡♡,긍정
나랏말싸미,1,객관적인 자료도 없는 어디선가 본 야사를 가지고  역사를 왜곡하다니... 봐주고 봐줘서 스님이 도움을 줬다하더라도   그냥 한글을 만들게 된 세종대왕의 애민정신에 초점을 맞추는 게 나았을뻔..  역사 잘 모르는 어린아이들이나 외국인이 볼까 무섭네요  너무 어처구니없는 영화...,부정
69세,10,아니 영화 소개글 보고 평점 보러왔는데 루리웹라니 이게 무슨일인가요ㅠ,긍정
봄 여름 가을 겨울 그리고 봄,10,에이리언의 원조가 리들리 스콧이라 그냥 지림!,긍정
노트북,10,열 번은 본거같은데 볼 때 마다 울어요,긍정
바람의 검심 : 교토 대화재편,10,평점 등록자가 왜 300명도 안 되는거지? 진짜 잘 만든 영화인데.,긍정
담보,5,JK필름그자체 개연성은 실종되고 억지신파의 난발에 모든내용이 예측가능하다 솔직히 마지막 10년동안 못찾았다는건 너무 나간것아닌가?,부정
